# ICD-10-CM FY2026 billable codes — sources: https://ftp.cdc.gov/pub/health_statistics/nchs/publications/ICD10CM/2026/icd10cm-Code%20Descriptions-2026.zip ; https://ftp.cdc.gov/pub/health_statistics/nchs/publications/ICD10CM/2026/icd10cm-Table%20and%20Index-2026.zip
# 74719 codes (9095 with inclusion terms, 13000 with index terms). Columns: code, description, inclusion terms, index terms. Regenerate with scripts/build_reference.py
H51.12	Convergence excess		Disorder(of) binocular movement convergence excess | Esophoria convergence, excess | Excess, excessive, excessively convergence
H51.20	Internuclear ophthalmoplegia, unspecified eye		
H51.21	Internuclear ophthalmoplegia, right eye		
H51.22	Internuclear ophthalmoplegia, left eye		
H51.23	Internuclear ophthalmoplegia, bilateral		
H51.8	Other specified disorders of binocular movement		Apraxia(classic) (ideational) (ideokinetic) (ideomotor) (motor) (verbal) oculomotor, congenital | Cogan's syndrome oculomotor apraxia | Crisis oculogyric | Deviation(in) eye, skew | Disorder(of) binocular movement specified type NEC | Disturbance(s) oculogyric | Esophoria divergence, insufficiency | Excess, excessive, excessively divergence | Exophoria divergence, excess | Insufficiency, insufficient divergence | Oculogyric crisis or disturbance | Paralysis, paralytic(complete) (incomplete) divergence(nuclear) | Spasm(s), spastic, spasticity conjugate | Spasm(s), spastic, spasticity inferior oblique, eye | Spasm(s), spastic, spasticity oculogyric | Syndrome spasmodic upward movement, eyes | Syndrome upward gaze
H51.9	Unspecified disorder of binocular movement		Disorder(of) binocular movement | Disturbance(s) ocular motion | Disturbance(s) oculomotor | Oculomotor syndrome | Syndrome oculomotor
H52.00	Hypermetropia, unspecified eye		
H52.01	Hypermetropia, right eye		
H52.02	Hypermetropia, left eye		
H52.03	Hypermetropia, bilateral		
H52.10	Myopia, unspecified eye		
H52.11	Myopia, right eye		
H52.12	Myopia, left eye		
H52.13	Myopia, bilateral		
H52.201	Unspecified astigmatism, right eye		
H52.202	Unspecified astigmatism, left eye		
H52.203	Unspecified astigmatism, bilateral		
H52.209	Unspecified astigmatism, unspecified eye		
H52.211	Irregular astigmatism, right eye		
H52.212	Irregular astigmatism, left eye		
H52.213	Irregular astigmatism, bilateral		
H52.219	Irregular astigmatism, unspecified eye		
H52.221	Regular astigmatism, right eye		
H52.222	Regular astigmatism, left eye		
H52.223	Regular astigmatism, bilateral		
H52.229	Regular astigmatism, unspecified eye		
H52.31	Anisometropia		Anisometropia(congenital) | Disorder(of) refraction anisometropia
H52.32	Aniseikonia		Aniseikonia | Disorder(of) refraction aniseikonia
H52.4	Presbyopia		Accommodation(disorder) insufficiency of | Disorder(of) refraction presbyopia | Insufficiency, insufficient accommodation, old age | Presbyopia | Subnormal, subnormality accommodation(old age)
H52.511	Internal ophthalmoplegia (complete) (total), right eye		
H52.512	Internal ophthalmoplegia (complete) (total), left eye		
H52.513	Internal ophthalmoplegia (complete) (total), bilateral		
H52.519	Internal ophthalmoplegia (complete) (total), unspecified eye		
H52.521	Paresis of accommodation, right eye		
H52.522	Paresis of accommodation, left eye		
H52.523	Paresis of accommodation, bilateral		
H52.529	Paresis of accommodation, unspecified eye		
H52.531	Spasm of accommodation, right eye		
H52.532	Spasm of accommodation, left eye		
H52.533	Spasm of accommodation, bilateral		
H52.539	Spasm of accommodation, unspecified eye		
H52.6	Other disorders of refraction		Disorder(of) refraction specified NEC
H52.7	Unspecified disorder of refraction		Disorder(of) refraction
H53.001	Unspecified amblyopia, right eye		
H53.002	Unspecified amblyopia, left eye		
H53.003	Unspecified amblyopia, bilateral		
H53.009	Unspecified amblyopia, unspecified eye		
H53.011	Deprivation amblyopia, right eye		
H53.012	Deprivation amblyopia, left eye		
H53.013	Deprivation amblyopia, bilateral		
H53.019	Deprivation amblyopia, unspecified eye		
H53.021	Refractive amblyopia, right eye		
H53.022	Refractive amblyopia, left eye		
H53.023	Refractive amblyopia, bilateral		
H53.029	Refractive amblyopia, unspecified eye		
H53.031	Strabismic amblyopia, right eye		
H53.032	Strabismic amblyopia, left eye		
H53.033	Strabismic amblyopia, bilateral		
H53.039	Strabismic amblyopia, unspecified eye		
H53.041	Amblyopia suspect, right eye		
H53.042	Amblyopia suspect, left eye		
H53.043	Amblyopia suspect, bilateral		
H53.049	Amblyopia suspect, unspecified eye		
H53.10	Unspecified subjective visual disturbances		Disturbance(s) vision, visual subjective
H53.11	Day blindness	Hemeralopia	Blindness(acquired) (congenital) (both eyes) day | Disturbance(s) vision, visual subjective day blindness | Hemeralopia(day blindness)
H53.121	Transient visual loss, right eye	Scintillating scotoma	
H53.122	Transient visual loss, left eye	Scintillating scotoma	
H53.123	Transient visual loss, bilateral	Scintillating scotoma	
H53.129	Transient visual loss, unspecified eye	Scintillating scotoma	
H53.131	Sudden visual loss, right eye		
H53.132	Sudden visual loss, left eye		
H53.133	Sudden visual loss, bilateral		
H53.139	Sudden visual loss, unspecified eye		
H53.141	Visual discomfort, right eye	Asthenopia | Photophobia	
H53.142	Visual discomfort, left eye	Asthenopia | Photophobia	
H53.143	Visual discomfort, bilateral	Asthenopia | Photophobia	
H53.149	Visual discomfort, unspecified	Asthenopia | Photophobia	
H53.15	Visual distortions of shape and size	Metamorphopsia	Distortion(s) (congenital) visual shape and size | Disturbance(s) vision, visual subjective distortions of shape and size | Macropsia | Megalopsia | Metamorphopsia | Micropsia
H53.16	Psychophysical visual disturbances		Blindness(acquired) (congenital) (both eyes) face | Disturbance(s) psychophysical visual | Disturbance(s) vision, visual psychophysical
H53.19	Other subjective visual disturbances	Visual halos	Disturbance(s) vision, visual subjective specified type NEC | Halo, visual | Photopsia | Vision, visual halos
H53.2	Diplopia	Double vision	Diplopia | Disorder(of) vision, binocular diplopia | Double vision | Vision, visual double
H53.30	Unspecified disorder of binocular vision		Disorder(of) vision, binocular
H53.31	Abnormal retinal correspondence		Abnormal, abnormality, abnormalities retinal correspondence | Disorder(of) vision, binocular abnormal retinal correspondence
H53.32	Fusion with defective stereopsis		Disorder(of) vision, binocular fusion with defective stereopsis | Fusion, fused(congenital) binocular with defective stereopsis
H53.33	Simultaneous visual perception without fusion		Disorder(of) vision, binocular simultaneous perception | Vision, visual perception, simultaneous without fusion
H53.34	Suppression of binocular vision		Disorder(of) vision, binocular suppression | Suppression binocular vision | Vision, visual binocular, suppression
H53.40	Unspecified visual field defects		Defect, defective visual field
H53.411	Scotoma involving central area, right eye	Central scotoma	
H53.412	Scotoma involving central area, left eye	Central scotoma	
H53.413	Scotoma involving central area, bilateral	Central scotoma	
H53.419	Scotoma involving central area, unspecified eye	Central scotoma	
H53.421	Scotoma of blind spot area, right eye	Enlarged blind spot	
H53.422	Scotoma of blind spot area, left eye	Enlarged blind spot	
H53.423	Scotoma of blind spot area, bilateral	Enlarged blind spot	
H53.429	Scotoma of blind spot area, unspecified eye	Enlarged blind spot	
H53.431	Sector or arcuate defects, right eye	Arcuate scotoma | Bjerrum scotoma	
H53.432	Sector or arcuate defects, left eye	Arcuate scotoma | Bjerrum scotoma	
H53.433	Sector or arcuate defects, bilateral	Arcuate scotoma | Bjerrum scotoma	
H53.439	Sector or arcuate defects, unspecified eye	Arcuate scotoma | Bjerrum scotoma	
H53.451	Other localized visual field defect, right eye	Peripheral visual field defect | Ring scotoma NOS | Scotoma NOS	
H53.452	Other localized visual field defect, left eye	Peripheral visual field defect | Ring scotoma NOS | Scotoma NOS	
H53.453	Other localized visual field defect, bilateral	Peripheral visual field defect | Ring scotoma NOS | Scotoma NOS	
H53.459	Other localized visual field defect, unspecified eye	Peripheral visual field defect | Ring scotoma NOS | Scotoma NOS	
H53.461	Homonymous bilateral field defects, right side	Homonymous hemianopia | Homonymous hemianopsia | Quadrant anopia | Quadrant anopsia	
H53.462	Homonymous bilateral field defects, left side	Homonymous hemianopia | Homonymous hemianopsia | Quadrant anopia | Quadrant anopsia	
H53.469	Homonymous bilateral field defects, unspecified side	Homonymous hemianopia | Homonymous hemianopsia | Quadrant anopia | Quadrant anopsia | Homonymous bilateral field defects NOS	
H53.47	Heteronymous bilateral field defects	Heteronymous hemianop(s)ia	Defect, defective visual field bilateral heteronymous | Hemianopia, hemianopsia(heteronymous)
H53.481	Generalized contraction of visual field, right eye		
H53.482	Generalized contraction of visual field, left eye		
H53.483	Generalized contraction of visual field, bilateral		
H53.489	Generalized contraction of visual field, unspecified eye		
H53.50	Unspecified color vision deficiencies	Color blindness | Color blindness NOS	Deficiency, deficient color vision
H53.51	Achromatopsia	Color blindness	Achromat(ism), achromatopsia (acquired) (congenital) | Deficiency, deficient color vision achromatopsia | Monochromat(ism), monochromatopsia (acquired) (congenital)
H53.52	Acquired color vision deficiency	Color blindness	Deficiency, deficient color vision acquired
H53.53	Deuteranomaly	Color blindness | Deuteranopia	Deficiency, deficient color vision deuteranomaly | Deuteranomaly(anomalous trichromat) | Deuteranopia(complete) (incomplete)
H53.54	Protanomaly	Color blindness | Protanopia	Deficiency, deficient color vision protanomaly | Protanomaly(anomalous trichromat) | Protanopia(complete) (incomplete)
H53.55	Tritanomaly	Color blindness | Tritanopia	Deficiency, deficient color vision tritanomaly | Trichromat, trichromatopsia, anomalous(congenital) | Tritanomaly, tritanopia
H53.59	Other color vision deficiencies	Color blindness	Deficiency, deficient color vision specified type NEC
H53.60	Unspecified night blindness		Blindness(acquired) (congenital) (both eyes) night
H53.61	Abnormal dark adaptation curve		Abnormal, abnormality, abnormalities dark adaptation curve | Blindness(acquired) (congenital) (both eyes) night abnormal dark adaptation curve
H53.62	Acquired night blindness		Blindness(acquired) (congenital) (both eyes) night acquired
H53.63	Congenital night blindness		Blindness(acquired) (congenital) (both eyes) night congenital | Oguchi's disease
H53.69	Other night blindness		Blindness(acquired) (congenital) (both eyes) night specified type NEC
H53.71	Glare sensitivity		Sensitive, sensitivity visual glare
H53.72	Impaired contrast sensitivity		Sensitive, sensitivity visual impaired contrast
H53.8	Other visual disturbances		Amblyopia(congenital) (ex anopsia) (partial) (suppression) tobacco | Amblyopia(congenital) (ex anopsia) (partial) (suppression) toxic NEC | Blurring, visual | Disturbance(s) vision, visual specified NEC | Polyopia | Syndrome visual disorientation | Vision, visual blurred, blurring | Vision, visual disorientation(syndrome)
H53.9	Unspecified visual disturbance		Disturbance(s) vision, visual | Vision, visual disturbance
H54.0X33	Blindness right eye category 3, blindness left eye category 3	Visual impairment categories 3, 4, 5 in both eyes.	
H54.0X34	Blindness right eye category 3, blindness left eye category 4	Visual impairment categories 3, 4, 5 in both eyes.	
H54.0X35	Blindness right eye category 3, blindness left eye category 5	Visual impairment categories 3, 4, 5 in both eyes.	
H54.0X43	Blindness right eye category 4, blindness left eye category 3	Visual impairment categories 3, 4, 5 in both eyes.	
H54.0X44	Blindness right eye category 4, blindness left eye category 4	Visual impairment categories 3, 4, 5 in both eyes.	
H54.0X45	Blindness right eye category 4, blindness left eye category 5	Visual impairment categories 3, 4, 5 in both eyes.	
H54.0X53	Blindness right eye category 5, blindness left eye category 3	Visual impairment categories 3, 4, 5 in both eyes.	
H54.0X54	Blindness right eye category 5, blindness left eye category 4	Visual impairment categories 3, 4, 5 in both eyes.	
H54.0X55	Blindness right eye category 5, blindness left eye category 5	Visual impairment categories 3, 4, 5 in both eyes.	
H54.10	Blindness, one eye, low vision other eye, unspecified eyes	Visual impairment categories 3, 4, 5 in one eye, with categories 1 or 2 in the other eye.	Blindness(acquired) (congenital) (both eyes) one eye(other eye normal) low vision, other eye
H54.1131	Blindness right eye category 3, low vision left eye category 1	Visual impairment categories 3, 4, 5 in one eye, with categories 1 or 2 in the other eye.	
H54.1132	Blindness right eye category 3, low vision left eye category 2	Visual impairment categories 3, 4, 5 in one eye, with categories 1 or 2 in the other eye.	
H54.1141	Blindness right eye category 4, low vision left eye category 1	Visual impairment categories 3, 4, 5 in one eye, with categories 1 or 2 in the other eye.	
H54.1142	Blindness right eye category 4, low vision left eye category 2	Visual impairment categories 3, 4, 5 in one eye, with categories 1 or 2 in the other eye.	
H54.1151	Blindness right eye category 5, low vision left eye category 1	Visual impairment categories 3, 4, 5 in one eye, with categories 1 or 2 in the other eye.	
H54.1152	Blindness right eye category 5, low vision left eye category 2	Visual impairment categories 3, 4, 5 in one eye, with categories 1 or 2 in the other eye.	
H54.1213	Low vision right eye category 1, blindness left eye category 3	Visual impairment categories 3, 4, 5 in one eye, with categories 1 or 2 in the other eye.	
H54.1214	Low vision right eye category 1, blindness left eye category 4	Visual impairment categories 3, 4, 5 in one eye, with categories 1 or 2 in the other eye.	
H54.1215	Low vision right eye category 1, blindness left eye category 5	Visual impairment categories 3, 4, 5 in one eye, with categories 1 or 2 in the other eye.	
H54.1223	Low vision right eye category 2, blindness left eye category 3	Visual impairment categories 3, 4, 5 in one eye, with categories 1 or 2 in the other eye.	
H54.1224	Low vision right eye category 2, blindness left eye category 4	Visual impairment categories 3, 4, 5 in one eye, with categories 1 or 2 in the other eye.	
H54.1225	Low vision right eye category 2, blindness left eye category 5	Visual impairment categories 3, 4, 5 in one eye, with categories 1 or 2 in the other eye.	
H54.2X11	Low vision right eye category 1, low vision left eye category 1	Visual impairment categories 1 or 2 in both eyes.	
H54.2X12	Low vision right eye category 1, low vision left eye category 2	Visual impairment categories 1 or 2 in both eyes.	
H54.2X21	Low vision right eye category 2, low vision left eye category 1	Visual impairment categories 1 or 2 in both eyes.	
H54.2X22	Low vision right eye category 2, low vision left eye category 2	Visual impairment categories 1 or 2 in both eyes.	
H54.3	Unqualified visual loss, both eyes	Visual impairment category 9 in both eyes.	Impaired, impairment(function) vision NEC both eyes | Loss(of) vision, visual both eyes
H54.40	Blindness, one eye, unspecified eye	Visual impairment categories 3, 4, 5 in one eye [normal vision in other eye]	Blindness(acquired) (congenital) (both eyes) one eye(other eye normal)
H54.413A	Blindness right eye category 3, normal vision left eye	Visual impairment categories 3, 4, 5 in one eye [normal vision in other eye]	
H54.414A	Blindness right eye category 4, normal vision left eye	Visual impairment categories 3, 4, 5 in one eye [normal vision in other eye]	
H54.415A	Blindness right eye category 5, normal vision left eye	Visual impairment categories 3, 4, 5 in one eye [normal vision in other eye]	
H54.42A3	Blindness left eye category 3, normal vision right eye	Visual impairment categories 3, 4, 5 in one eye [normal vision in other eye]	
H54.42A4	Blindness left eye category 4, normal vision right eye	Visual impairment categories 3, 4, 5 in one eye [normal vision in other eye]	
H54.42A5	Blindness left eye category 5, normal vision right eye	Visual impairment categories 3, 4, 5 in one eye [normal vision in other eye]	
H54.50	Low vision, one eye, unspecified eye	Visual impairment categories 1 or 2 in one eye [normal vision in other eye].	Low vision one eye(other eye normal)
H54.511A	Low vision right eye category 1, normal vision left eye	Visual impairment categories 1 or 2 in one eye [normal vision in other eye].	Low vision one eye(other eye normal) right(normal vision on left) category 1
H54.512A	Low vision right eye category 2, normal vision left eye	Visual impairment categories 1 or 2 in one eye [normal vision in other eye].	Low vision one eye(other eye normal) right(normal vision on left) category 2
H54.52A1	Low vision left eye category 1, normal vision right eye	Visual impairment categories 1 or 2 in one eye [normal vision in other eye].	Low vision one eye(other eye normal) left(normal vision on right) category 1
H54.52A2	Low vision left eye category 2, normal vision right eye	Visual impairment categories 1 or 2 in one eye [normal vision in other eye].	Low vision one eye(other eye normal) left(normal vision on right) category 2
H54.60	Unqualified visual loss, one eye, unspecified	Visual impairment category 9 in one eye [normal vision in other eye].	Loss(of) vision, visual one eye
H54.61	Unqualified visual loss, right eye, normal vision left eye	Visual impairment category 9 in one eye [normal vision in other eye].	Loss(of) vision, visual one eye right(normal vision on left)
H54.62	Unqualified visual loss, left eye, normal vision right eye	Visual impairment category 9 in one eye [normal vision in other eye].	Loss(of) vision, visual one eye left(normal vision on right)
H54.7	Unspecified visual loss	Visual impairment category 9 NOS	Decrease(d) vision NEC | Defect, defective vision NEC | Diminished, diminution vision NEC | Impaired, impairment(function) vision NEC | Loss(of) vision, visual | Poor vision NEC | Problem(with) (related to) sight | Vision, visual defect, defective NEC
H54.8	Legal blindness, as defined in USA	Blindness NOS according to USA definition	Blindness(acquired) (congenital) (both eyes) legal(both eyes) (USA definition)
H55.00	Unspecified nystagmus		Nystagmus
H55.01	Congenital nystagmus		Nystagmus congenital
H55.02	Latent nystagmus		Nystagmus latent
H55.03	Visual deprivation nystagmus		Nystagmus visual deprivation
H55.04	Dissociated nystagmus		Nystagmus dissociated
H55.09	Other forms of nystagmus		Nystagmus miners' | Nystagmus specified form NEC
H55.81	Deficient saccadic eye movements		Deficiency, deficient eye movements saccadic | Irregular, irregularity eye movements deficient saccadic
H55.82	Deficient smooth pursuit eye movements		Deficiency, deficient eye movements smooth pursuit | Irregular, irregularity eye movements deficient smooth
H55.89	Other irregular eye movements		Irregular, irregularity eye movements
H57.00	Unspecified anomaly of pupillary function		Anomaly, anomalous(congenital) (unspecified type) pupil function
H57.01	Argyll Robertson pupil, atypical		Anomaly, anomalous(congenital) (unspecified type) pupil function Argyll Robertson pupil
H57.02	Anisocoria		Anisocoria(pupil) | Anomaly, anomalous(congenital) (unspecified type) pupil function anisocoria
H57.03	Miosis		Anomaly, anomalous(congenital) (unspecified type) pupil function miosis | Miosis(pupil) | Myosis(pupil)
H57.04	Mydriasis		Anomaly, anomalous(congenital) (unspecified type) pupil function mydriasis | Dilatation pupil | Mydriasis(pupil)
H57.051	Tonic pupil, right eye		
H57.052	Tonic pupil, left eye		
H57.053	Tonic pupil, bilateral		
H57.059	Tonic pupil, unspecified eye		
H57.09	Other anomalies of pupillary function		Anomaly, anomalous(congenital) (unspecified type) pupil function specified type NEC | Argyll Robertson phenomenon, pupil or syndrome(syphilitic) atypical | Argyll Robertson phenomenon, pupil or syndrome(syphilitic) nonsyphilitic | Hippus | Iridoplegia(complete) (partial) (reflex) | Paralysis, paralytic(complete) (incomplete) iris
H57.10	Ocular pain, unspecified eye		
H57.11	Ocular pain, right eye		
H57.12	Ocular pain, left eye		
H57.13	Ocular pain, bilateral		
H57.811	Brow ptosis, right		
H57.812	Brow ptosis, left		
H57.813	Brow ptosis, bilateral		
H57.819	Brow ptosis, unspecified		
H57.89	Other specified disorders of eye and adnexa		Cyst(colloid) (mucous) (simple) (retention) eye NEC | Disease, diseased eye inflammatory NEC | Disease, diseased eye specified NEC | Hemorrhage, hemorrhagic(concealed) eye NEC | Melanosis eye NEC
H57.8A1	Foreign body sensation, right eye		
H57.8A2	Foreign body sensation, left eye		
H57.8A3	Foreign body sensation, bilateral eyes		
H57.8A9	Foreign body sensation, unspecified eye		
H57.9	Unspecified disorder of eye and adnexa		Complication(s) (from) (of) eye | Disease, diseased eye | Disorder(of) eye | Problem(with) (related to) eye
H59.011	Keratopathy (bullous aphakic) following cataract surgery, right eye	Vitreal corneal syndrome | Vitreous (touch) syndrome	
H59.012	Keratopathy (bullous aphakic) following cataract surgery, left eye	Vitreal corneal syndrome | Vitreous (touch) syndrome	
H59.013	Keratopathy (bullous aphakic) following cataract surgery, bilateral	Vitreal corneal syndrome | Vitreous (touch) syndrome	
H59.019	Keratopathy (bullous aphakic) following cataract surgery, unspecified eye	Vitreal corneal syndrome | Vitreous (touch) syndrome	
H59.021	Cataract (lens) fragments in eye following cataract surgery, right eye		
H59.022	Cataract (lens) fragments in eye following cataract surgery, left eye		
H59.023	Cataract (lens) fragments in eye following cataract surgery, bilateral		
H59.029	Cataract (lens) fragments in eye following cataract surgery, unspecified eye		
H59.031	Cystoid macular edema following cataract surgery, right eye		
H59.032	Cystoid macular edema following cataract surgery, left eye		
H59.033	Cystoid macular edema following cataract surgery, bilateral		
H59.039	Cystoid macular edema following cataract surgery, unspecified eye		
H59.091	Other disorders of the right eye following cataract surgery		
H59.092	Other disorders of the left eye following cataract surgery		
H59.093	Other disorders of the eye following cataract surgery, bilateral		
H59.099	Other disorders of unspecified eye following cataract surgery		
H59.111	Intraoperative hemorrhage and hematoma of right eye and adnexa complicating an ophthalmic procedure		
H59.112	Intraoperative hemorrhage and hematoma of left eye and adnexa complicating an ophthalmic procedure		
H59.113	Intraoperative hemorrhage and hematoma of eye and adnexa complicating an ophthalmic procedure, bilateral		
H59.119	Intraoperative hemorrhage and hematoma of unspecified eye and adnexa complicating an ophthalmic procedure		
H59.121	Intraoperative hemorrhage and hematoma of right eye and adnexa complicating other procedure		
H59.122	Intraoperative hemorrhage and hematoma of left eye and adnexa complicating other procedure		
H59.123	Intraoperative hemorrhage and hematoma of eye and adnexa complicating other procedure, bilateral		
H59.129	Intraoperative hemorrhage and hematoma of unspecified eye and adnexa complicating other procedure		
H59.211	Accidental puncture and laceration of right eye and adnexa during an ophthalmic procedure		
H59.212	Accidental puncture and laceration of left eye and adnexa during an ophthalmic procedure		
H59.213	Accidental puncture and laceration of eye and adnexa during an ophthalmic procedure, bilateral		
H59.219	Accidental puncture and laceration of unspecified eye and adnexa during an ophthalmic procedure		
H59.221	Accidental puncture and laceration of right eye and adnexa during other procedure		
H59.222	Accidental puncture and laceration of left eye and adnexa during other procedure		
H59.223	Accidental puncture and laceration of eye and adnexa during other procedure, bilateral		
H59.229	Accidental puncture and laceration of unspecified eye and adnexa during other procedure		
H59.311	Postprocedural hemorrhage of right eye and adnexa following an ophthalmic procedure		
H59.312	Postprocedural hemorrhage of left eye and adnexa following an ophthalmic procedure		
H59.313	Postprocedural hemorrhage of eye and adnexa following an ophthalmic procedure, bilateral		
H59.319	Postprocedural hemorrhage of unspecified eye and adnexa following an ophthalmic procedure		
H59.321	Postprocedural hemorrhage of right eye and adnexa following other procedure		
H59.322	Postprocedural hemorrhage of left eye and adnexa following other procedure		
H59.323	Postprocedural hemorrhage of eye and adnexa following other procedure, bilateral		
H59.329	Postprocedural hemorrhage of unspecified eye and adnexa following other procedure		
H59.331	Postprocedural hematoma of right eye and adnexa following an ophthalmic procedure		
H59.332	Postprocedural hematoma of left eye and adnexa following an ophthalmic procedure		
H59.333	Postprocedural hematoma of eye and adnexa following an ophthalmic procedure, bilateral		
H59.339	Postprocedural hematoma of unspecified eye and adnexa following an ophthalmic procedure		
H59.341	Postprocedural hematoma of right eye and adnexa following other procedure		
H59.342	Postprocedural hematoma of left eye and adnexa following other procedure		
H59.343	Postprocedural hematoma of eye and adnexa following other procedure, bilateral		
H59.349	Postprocedural hematoma of unspecified eye and adnexa following other procedure		
H59.351	Postprocedural seroma of right eye and adnexa following an ophthalmic procedure		
H59.352	Postprocedural seroma of left eye and adnexa following an ophthalmic procedure		
H59.353	Postprocedural seroma of eye and adnexa following an ophthalmic procedure, bilateral		
H59.359	Postprocedural seroma of unspecified eye and adnexa following an ophthalmic procedure		
H59.361	Postprocedural seroma of right eye and adnexa following other procedure		
H59.362	Postprocedural seroma of left eye and adnexa following other procedure		
H59.363	Postprocedural seroma of eye and adnexa following other procedure, bilateral		
H59.369	Postprocedural seroma of unspecified eye and adnexa following other procedure		
H59.40	Inflammation (infection) of postprocedural bleb, unspecified	Postprocedural blebitis	Bleb(s) inflamed(infected), postprocedural | Blebitis, postprocedural
H59.41	Inflammation (infection) of postprocedural bleb, stage 1	Postprocedural blebitis	Bleb(s) inflamed(infected), postprocedural stage 1 | Blebitis, postprocedural stage 1
H59.42	Inflammation (infection) of postprocedural bleb, stage 2	Postprocedural blebitis	Bleb(s) inflamed(infected), postprocedural stage 2 | Blebitis, postprocedural stage 2
H59.43	Inflammation (infection) of postprocedural bleb, stage 3	Postprocedural blebitis | Bleb endophthalmitis	Bleb(s) endophthalmitis | Bleb(s) inflamed(infected), postprocedural stage 3 | Blebitis, postprocedural stage 3
H59.811	Chorioretinal scars after surgery for detachment, right eye		
H59.812	Chorioretinal scars after surgery for detachment, left eye		
H59.813	Chorioretinal scars after surgery for detachment, bilateral		
H59.819	Chorioretinal scars after surgery for detachment, unspecified eye		
H59.88	Other intraoperative complications of eye and adnexa, not elsewhere classified		Complication(s) (from) (of) intraoperative(intraprocedural) specified NEC eye and adnexa
H59.89	Other postprocedural complications and disorders of eye and adnexa, not elsewhere classified		Complication(s) (from) (of) postprocedural specified NEC eye and adnexa
H60.00	Abscess of external ear, unspecified ear	Boil of external ear | Carbuncle of auricle or external auditory canal | Furuncle of external ear	
H60.01	Abscess of right external ear	Boil of external ear | Carbuncle of auricle or external auditory canal | Furuncle of external ear	
H60.02	Abscess of left external ear	Boil of external ear | Carbuncle of auricle or external auditory canal | Furuncle of external ear	
H60.03	Abscess of external ear, bilateral	Boil of external ear | Carbuncle of auricle or external auditory canal | Furuncle of external ear	
H60.10	Cellulitis of external ear, unspecified ear	Cellulitis of auricle | Cellulitis of external auditory canal	
H60.11	Cellulitis of right external ear	Cellulitis of auricle | Cellulitis of external auditory canal	
H60.12	Cellulitis of left external ear	Cellulitis of auricle | Cellulitis of external auditory canal	
H60.13	Cellulitis of external ear, bilateral	Cellulitis of auricle | Cellulitis of external auditory canal	
H60.20	Malignant otitis externa, unspecified ear		
H60.21	Malignant otitis externa, right ear		
H60.22	Malignant otitis externa, left ear		
H60.23	Malignant otitis externa, bilateral		
H60.311	Diffuse otitis externa, right ear		
H60.312	Diffuse otitis externa, left ear		
H60.313	Diffuse otitis externa, bilateral		
H60.319	Diffuse otitis externa, unspecified ear		
H60.321	Hemorrhagic otitis externa, right ear		
H60.322	Hemorrhagic otitis externa, left ear		
H60.323	Hemorrhagic otitis externa, bilateral		
H60.329	Hemorrhagic otitis externa, unspecified ear		
H60.331	Swimmer's ear, right ear		
H60.332	Swimmer's ear, left ear		
H60.333	Swimmer's ear, bilateral		
H60.339	Swimmer's ear, unspecified ear		
H60.391	Other infective otitis externa, right ear		
H60.392	Other infective otitis externa, left ear		
H60.393	Other infective otitis externa, bilateral		
H60.399	Other infective otitis externa, unspecified ear		
H60.40	Cholesteatoma of external ear, unspecified ear	Keratosis obturans of external ear (canal)	
H60.41	Cholesteatoma of right external ear	Keratosis obturans of external ear (canal)	
H60.42	Cholesteatoma of left external ear	Keratosis obturans of external ear (canal)	
H60.43	Cholesteatoma of external ear, bilateral	Keratosis obturans of external ear (canal)	
H60.501	Unspecified acute noninfective otitis externa, right ear	Acute otitis externa NOS	
H60.502	Unspecified acute noninfective otitis externa, left ear	Acute otitis externa NOS	
H60.503	Unspecified acute noninfective otitis externa, bilateral	Acute otitis externa NOS	
H60.509	Unspecified acute noninfective otitis externa, unspecified ear	Acute otitis externa NOS	
H60.511	Acute actinic otitis externa, right ear		
H60.512	Acute actinic otitis externa, left ear		
H60.513	Acute actinic otitis externa, bilateral		
H60.519	Acute actinic otitis externa, unspecified ear		
H60.521	Acute chemical otitis externa, right ear		
H60.522	Acute chemical otitis externa, left ear		
H60.523	Acute chemical otitis externa, bilateral		
H60.529	Acute chemical otitis externa, unspecified ear		
H60.531	Acute contact otitis externa, right ear		
H60.532	Acute contact otitis externa, left ear		
H60.533	Acute contact otitis externa, bilateral		
H60.539	Acute contact otitis externa, unspecified ear		
H60.541	Acute eczematoid otitis externa, right ear		
H60.542	Acute eczematoid otitis externa, left ear		
H60.543	Acute eczematoid otitis externa, bilateral		
H60.549	Acute eczematoid otitis externa, unspecified ear		
H60.551	Acute reactive otitis externa, right ear		
H60.552	Acute reactive otitis externa, left ear		
H60.553	Acute reactive otitis externa, bilateral		
H60.559	Acute reactive otitis externa, unspecified ear		
H60.591	Other noninfective acute otitis externa, right ear		
H60.592	Other noninfective acute otitis externa, left ear		
H60.593	Other noninfective acute otitis externa, bilateral		
H60.599	Other noninfective acute otitis externa, unspecified ear		
H60.60	Unspecified chronic otitis externa, unspecified ear		
H60.61	Unspecified chronic otitis externa, right ear		
H60.62	Unspecified chronic otitis externa, left ear		
H60.63	Unspecified chronic otitis externa, bilateral		
H60.8X1	Other otitis externa, right ear		
H60.8X2	Other otitis externa, left ear		
H60.8X3	Other otitis externa, bilateral		
H60.8X9	Other otitis externa, unspecified ear		
H60.90	Unspecified otitis externa, unspecified ear		
H60.91	Unspecified otitis externa, right ear		
